Cust_id,Gender,Tenure,NumberofProducts,HasCreditCard,IsActiveMember,Churn
15694717,1,2,1,1,1,0
15665834,1,8,1,0,0,0
15765297,1,0,2,0,1,0
15636684,1,10,2,1,1,0
15592979,0,6,2,0,0,0
15750803,0,6,1,1,1,0
15607178,1,3,1,1,1,0
15713853,1,9,2,1,1,0
15673481,0,6,1,1,0,0
15686776,0,6,2,1,0,0
15673693,0,0,1,0,1,0
15700696,1,9,1,1,1,0
15813163,0,9,1,1,0,0
15653857,1,2,2,1,1,0
15777076,1,7,2,1,0,0
15717398,0,7,1,0,0,1
15799217,0,7,1,1,0,0
15787071,1,9,2,0,1,0
15619955,1,3,3,1,0,1
15796505,0,1,2,1,1,0
15725166,1,8,2,1,0,0
15800116,1,4,1,0,1,0
15758685,0,7,2,1,1,0
15694456,1,3,1,1,1,1
15767339,0,10,2,1,0,0
15683562,1,6,1,0,1,0
15782210,1,1,1,1,0,1
15668893,1,8,2,1,1,0
15669169,1,10,2,1,1,0
15643024,1,4,1,1,1,1
15699389,1,7,1,1,1,0
15708608,0,8,2,0,1,0
15626144,1,7,2,1,0,0
15573112,1,5,1,1,0,0
15790678,0,8,1,1,0,0
15727556,0,5,1,1,1,0
15697307,1,10,2,1,0,0
15652266,1,9,1,0,1,0
15607098,0,5,2,1,0,0
15655774,1,7,2,1,0,0
15590241,0,9,1,0,0,1
15785819,1,3,2,1,1,0
15723654,1,2,1,1,0,0
15774510,0,4,1,1,1,0
15684173,0,7,3,1,0,1
15650068,1,0,1,1,1,0
15811490,1,5,2,1,1,0
15803976,0,10,2,1,0,0
15682541,0,6,1,0,0,0
15695699,1,8,2,1,0,0
15624188,0,6,2,1,1,0
15812191,1,4,1,0,0,0
15636673,1,1,1,1,1,0
15594898,1,2,1,1,1,1
15660211,1,7,2,1,0,0
15773972,1,4,1,1,0,1
15746726,1,8,1,1,0,0
15712287,0,4,2,1,1,0
15702919,1,6,1,1,0,0
15674398,1,3,2,0,0,0
15797960,0,0,1,1,0,0
15631868,1,2,1,1,1,0
15581539,1,3,2,0,0,0
15662736,1,2,1,1,0,1
15666252,1,9,2,1,1,0
15677512,0,3,1,1,0,0
15626114,1,4,1,1,0,0
15810834,0,2,1,1,1,0
15678910,0,8,1,1,1,0
15694408,1,1,1,1,0,1
15585215,0,4,2,0,0,0
15682757,1,3,2,1,0,0
15736601,1,4,1,1,0,0
15601848,1,2,2,1,0,0
15736008,0,9,1,1,0,1
15669064,1,1,1,1,1,0
15624528,1,7,2,1,1,0
15598493,1,7,2,0,1,0
15601274,0,1,1,1,0,0
15702669,1,2,2,0,1,0
15728669,0,8,1,1,0,1
15742668,0,6,1,1,0,0
15697441,1,7,1,1,0,1
15740476,0,3,2,0,1,0
15648064,1,2,2,1,0,0
15636624,0,5,1,1,0,1
15807923,0,10,1,1,0,1
15745844,0,6,2,0,1,1
15786170,1,4,1,0,0,0
15681081,0,5,2,1,1,0
15684484,1,8,2,0,0,0
15785869,0,7,2,1,0,0
15763859,0,7,2,1,0,0
15658935,0,9,2,1,0,0
15747358,1,3,1,1,1,0
15735203,0,1,1,1,1,0
15576256,1,5,2,1,1,0
15659420,1,3,2,1,1,0
15593365,1,2,1,1,1,0
15777352,0,7,1,1,0,0
15812007,1,6,2,1,1,0
15625461,0,1,2,1,1,0
15739438,1,0,2,1,0,0
15611759,0,8,2,1,1,0
15661629,1,9,1,1,0,1
15633950,1,1,1,1,1,0
15592386,1,3,2,0,1,0
15803716,1,3,2,0,1,0
15696674,0,2,1,0,1,1
15706365,0,9,1,1,1,0
15745088,0,9,2,1,0,0
15676715,1,9,2,1,1,0
15613085,0,3,1,1,1,0
15633537,0,9,2,1,0,0
15594720,0,8,2,1,1,0
15684042,1,2,2,0,1,0
15583303,0,2,1,1,0,0
15611579,1,4,1,1,1,0
15774696,0,1,2,0,1,0
15694506,1,0,2,1,1,0
15688074,1,1,1,1,1,0
15759537,1,7,2,1,1,0
15758449,0,8,1,0,1,0
15583456,1,10,3,1,1,1
15667871,1,4,1,1,0,0
15677371,0,2,1,1,0,0
15629677,0,2,3,0,0,1
15713578,0,9,2,1,1,0
15591509,1,7,2,1,0,0
15568240,0,10,2,0,1,0
15622993,1,8,2,1,0,0
15689294,1,3,1,1,0,0
15720910,0,9,1,1,1,0
15721181,1,6,2,1,0,0
15776433,1,2,2,1,1,0
15748936,0,2,2,0,1,0
15717225,0,10,2,1,0,0
15685226,0,7,1,1,1,0
15785611,1,3,1,1,1,0
15573456,1,9,2,1,0,1
15684548,1,8,2,0,0,1
15620505,0,0,1,1,1,0
15807432,0,2,2,0,1,0
15584766,1,3,1,1,1,0
15612187,1,8,1,1,0,0
15762218,0,9,2,0,1,0
15646372,0,1,1,1,0,1
15690452,1,1,1,1,0,0
15747795,0,4,1,1,1,0
15781589,1,8,2,0,1,0
15732674,1,6,2,0,1,0
15642291,1,8,2,1,1,0
15692761,1,9,1,1,0,0
15578045,0,9,1,0,0,1
15745354,0,4,2,1,0,0
15701376,1,10,2,1,1,0
15691625,0,3,1,1,0,0
15566594,1,10,2,0,0,0
15760431,1,1,2,1,1,0
15686302,0,3,1,1,1,0
15801559,0,9,3,1,1,1
15810432,1,8,2,1,0,0
15809616,1,8,2,0,0,0
15720559,0,5,1,0,0,1
15695632,0,9,1,1,1,0
15659843,0,6,2,0,0,0
15615624,0,6,2,0,0,0
15810418,0,3,1,1,0,1
15716186,0,2,2,1,0,0
15674551,1,7,1,1,0,1
15622834,0,4,1,1,0,0
15566111,1,9,1,1,0,0
15784597,1,9,1,1,0,0
15652883,1,10,2,1,0,0
15806964,1,0,1,1,1,0
15576313,0,9,1,1,0,0
15806467,1,1,1,0,0,1
15597602,1,3,1,1,1,1
15743040,1,2,2,0,1,0
15705521,0,0,1,1,0,0
15595039,0,8,1,1,0,1
15799384,1,8,1,0,0,0
15581197,0,3,1,0,1,0
15693737,0,4,2,1,0,0
15624623,1,10,2,0,0,0
15783501,0,2,2,1,0,0
15690134,0,3,1,1,1,0
15782735,0,3,1,0,0,0
15611088,0,9,2,1,0,0
15672145,0,7,2,1,1,0
15732628,1,2,1,1,1,0
15787470,1,3,1,0,0,1
15803406,0,1,1,0,1,0
15730460,1,2,1,0,0,0
15644572,1,4,1,1,1,0
15694860,0,6,1,0,0,1
15658169,0,6,2,1,0,0
15794396,0,7,1,1,0,0
15785798,1,9,2,0,1,0
15710825,1,7,1,0,0,0
15668444,0,3,1,1,0,0
15726631,0,6,1,0,1,0
15733797,1,5,2,1,0,0
15747960,1,3,1,1,1,0
15634632,1,3,2,1,0,0
15707362,1,1,1,0,1,1
15662976,1,8,1,1,1,0
15732778,1,1,2,1,1,0
15718443,1,3,2,1,0,0
15670039,0,3,2,1,0,0
15773792,0,4,1,1,1,1
15613786,1,4,2,1,1,0
15726032,1,9,1,1,0,0
15663252,0,9,2,1,1,0
15593782,0,5,3,1,0,1
15633283,1,8,2,1,0,0
15749167,1,3,2,1,1,0
15759298,1,10,1,1,1,0
15683625,1,1,1,1,0,1
15635367,1,2,1,1,0,0
15681705,1,8,2,1,0,0
15603156,0,1,2,1,0,0
15591986,1,6,1,0,0,1
15798888,0,1,1,1,1,0
15809722,0,8,2,1,0,0
15677538,1,7,1,1,1,0
15797736,1,4,1,1,1,0
15695585,1,6,1,0,1,0
15744398,0,5,2,1,0,0
15750658,1,8,3,0,0,0
15578186,1,9,2,1,0,0
15676519,1,9,2,1,0,1
15637954,0,0,1,1,1,0
15758639,1,7,2,1,0,0
15613772,1,3,1,1,1,1
15731744,1,2,2,0,1,0
15807709,0,9,1,1,1,0
15714689,1,1,1,1,1,0
15699005,0,2,1,1,1,0
15624170,0,4,2,0,1,0
15725679,0,6,1,0,0,1
15585865,0,2,2,0,0,1
15804256,1,8,2,1,1,0
15662403,0,6,2,1,0,0
15733616,1,5,1,1,1,0
15591995,1,8,2,1,1,0
15677020,0,8,1,0,1,1
15727688,1,4,2,1,1,0
15715941,1,5,2,1,1,0
15714485,1,5,1,1,0,1
15730059,1,9,2,1,1,0
15715527,0,4,1,0,0,0
15576623,1,5,2,1,0,0
15805565,1,7,1,1,0,0
15677307,0,6,1,1,0,0
15773890,1,5,2,1,1,0
15598883,0,2,2,1,1,0
15568506,0,10,2,1,1,0
15761043,0,6,2,1,0,0
15782236,1,5,2,0,0,0
15593601,1,6,1,1,1,0
15682048,0,3,1,1,1,1
15746902,1,9,2,1,0,0
15752081,0,10,3,0,1,1
15781307,1,7,2,1,0,0
15775912,1,4,2,0,1,1
15745417,1,6,1,0,1,0
15671256,0,1,1,1,0,1
15653547,1,7,1,1,1,0
15595766,1,5,2,1,1,0
15742358,1,8,1,1,1,0
15763274,1,3,1,0,0,0
15786063,0,2,2,1,1,0
15600258,1,2,2,1,1,0
15573318,1,8,2,1,0,0
15653849,0,3,1,1,0,1
15694272,1,1,1,1,1,0
15736112,0,2,2,1,1,0
15749851,0,4,1,0,1,0
15663478,1,6,1,1,1,0
15592300,1,10,1,1,0,0
15567832,0,7,1,1,0,0
15776780,1,1,1,1,0,1
15592846,1,10,2,1,0,0
15739803,1,9,2,1,0,0
15794142,0,5,3,0,1,1
15762729,0,1,1,1,0,1
15667896,1,8,2,1,1,0
15626578,1,9,2,1,1,0
15776223,0,4,1,1,1,0
15705953,1,0,1,1,0,1
15802593,0,7,3,0,1,1
15615457,0,2,2,1,0,0
15708916,1,0,2,1,0,0
15720187,0,7,2,1,0,0
15595440,1,7,2,1,1,0
15600651,1,1,3,1,1,0
15750141,0,3,2,1,0,0
15657284,1,6,1,1,1,1
15763063,0,10,1,1,0,0
15709324,1,7,2,1,0,0
15711309,1,3,1,1,0,0
15775318,0,3,3,0,1,1
15705515,1,5,2,1,0,0
15634844,1,3,1,1,0,1
15717046,1,3,2,1,1,0
15571816,0,5,1,1,1,0
15670080,0,7,1,0,1,0
15800440,1,1,1,0,1,0
15665678,1,8,1,1,1,0
15665956,0,1,1,1,0,1
15788126,0,6,1,1,1,0
15811773,1,4,2,1,1,0
15651674,0,2,1,0,0,1
15689614,0,1,1,1,1,0
15795564,1,5,2,1,1,0
15706647,1,7,3,1,1,0
15728505,1,1,2,1,1,0
15730076,1,1,1,1,0,1
15622003,1,9,2,1,0,0
15607312,0,10,2,1,1,1
15644753,1,3,1,1,1,0
15653620,0,8,2,1,1,0
15761986,0,3,1,1,0,0
15633922,1,4,2,0,1,0
15734674,0,6,1,1,0,0
15658032,1,2,2,1,1,0
15692671,1,8,2,1,0,0
15737741,0,2,2,0,1,1
15576352,0,3,2,0,1,0
15753719,0,9,1,1,0,0
15803689,0,1,2,0,0,1
15718057,0,2,1,0,0,1
15722010,1,9,1,1,0,1
15680998,1,5,1,1,1,0
15614782,1,1,1,1,0,0
15591047,0,6,2,0,0,1
15788291,0,7,1,1,1,1
15604044,1,8,1,1,0,0
15679587,0,9,1,1,1,0
15775153,1,4,1,0,0,0
15603925,0,4,2,0,1,0
15680970,0,2,1,1,0,0
15697183,1,9,2,1,0,0
15567446,1,9,1,1,1,0
15637476,0,5,1,0,0,1
15714939,0,4,1,0,1,0
15683503,0,8,3,0,1,1
15645569,0,7,2,1,1,0
15782569,0,9,1,0,1,0
15592387,1,5,1,1,0,1
15609286,1,10,1,1,1,0
15814035,1,9,1,1,1,0
15661249,1,4,2,0,1,0
15629117,1,10,2,1,0,0
15607170,1,5,2,1,1,0
15586585,0,2,1,1,0,0
15686611,1,10,1,0,0,0
15603203,0,6,2,1,0,0
15619857,0,2,1,1,1,0
15805062,1,1,1,1,1,0
15660271,1,8,1,1,1,0
15745295,0,0,1,1,0,1
15719352,1,6,2,1,0,0
15766575,0,8,1,1,0,1
15594594,1,7,1,1,1,0
15646161,0,8,2,1,1,0
15682585,1,9,1,1,0,0
15603134,0,10,1,0,1,0
15636444,0,5,2,1,1,0
15773456,1,3,2,0,1,0
15745307,0,2,1,0,1,0
15604119,1,7,1,0,0,0
15626900,1,1,1,1,1,0
15605447,1,2,1,1,0,0
15589030,1,1,2,1,1,0
15692463,0,3,1,1,0,0
15712403,0,1,1,1,0,1
15811762,0,6,1,1,0,1
15718673,0,10,1,1,0,0
15724282,1,3,2,1,1,0
15738181,1,6,2,0,0,1
15633648,0,5,2,1,0,0
15603323,0,1,2,0,0,0
15583725,1,1,1,0,1,0
15588350,0,10,1,0,1,0
15798398,0,4,1,0,0,0
15784844,1,5,1,1,0,1
15580684,0,5,1,1,0,0
15809663,0,1,1,1,1,0
15640078,0,5,1,1,0,1
15698786,0,9,1,1,0,1
15569807,0,8,1,1,0,1
15730830,0,3,2,1,1,0
15805112,1,7,1,1,0,0
15633064,0,4,2,1,0,0
15703119,1,6,2,1,1,0
15730447,0,4,2,1,1,0
15813850,1,7,1,1,1,0
15711889,1,3,1,1,0,0
15664610,1,4,1,1,1,1
15751710,1,8,2,1,1,0
15692926,1,8,1,1,1,0
15813741,1,6,1,0,1,0
15698474,0,1,2,1,1,0
15568595,1,9,1,1,1,0
15603065,0,6,2,1,0,0
15592937,0,3,1,1,1,0
15699637,1,8,1,1,1,0
15667215,1,2,2,1,1,0
15788659,1,4,2,1,1,0
15763218,0,1,2,0,1,0
15645772,1,9,2,1,1,0
15725511,0,3,1,0,1,0
15575024,1,3,2,1,1,0
15640825,1,3,1,1,1,0
15662397,0,5,1,1,1,0
15576368,0,3,2,0,0,0
15674991,1,9,2,0,1,0
15721024,1,0,1,0,0,0
15745621,0,6,2,1,1,0
15642394,1,5,2,1,1,0
15754605,0,5,2,1,1,0
15607040,0,4,2,1,0,0
15715142,1,7,1,0,1,1
15810978,0,1,2,1,1,0
15668886,0,3,2,1,0,0
15780804,1,5,1,0,1,0
15613880,1,5,1,0,1,0
15775238,0,4,1,0,1,0
15786905,0,8,2,0,0,0
15747867,1,9,1,0,0,0
15600337,1,2,1,0,0,1
15801277,0,2,2,1,1,0
15579334,0,5,1,1,0,1
15802741,0,7,1,1,0,1
15720649,0,5,1,1,0,0
15589493,1,1,2,1,0,0
15688251,1,1,2,1,0,0
15665238,1,8,1,0,0,0
15740900,1,6,2,1,1,0
15681068,0,2,1,1,1,0
15748625,1,6,2,1,1,0
15727299,1,1,1,1,1,1
15620204,0,1,2,1,1,1
15669516,1,2,2,1,1,0
15736534,1,0,1,1,1,0
15803457,0,5,2,1,0,0
15659098,1,7,1,0,0,0
15603436,0,2,2,0,1,0
15566292,1,1,2,0,1,0
15808621,1,2,2,1,1,0
15580148,1,5,3,1,0,1
15776231,1,4,1,1,1,0
15773809,1,4,2,1,0,0
15649423,0,8,2,0,1,0
15734886,0,3,2,1,0,0
15722548,1,0,1,0,0,0
15650288,1,6,1,1,0,0
15629448,1,1,1,1,0,0
15716164,0,3,1,1,0,0
15807609,0,3,3,1,0,1
15578977,1,9,2,1,0,0
15677369,0,4,1,0,0,0
15804072,0,5,2,0,0,0
15696859,1,10,2,0,0,0
15653780,0,5,1,1,1,0
15721658,0,2,2,1,1,1
15578761,0,6,2,1,1,1
15736879,1,1,2,0,0,0
15571973,0,2,1,1,0,0
15626742,1,3,1,1,1,0
15672692,0,10,2,1,1,0
15673570,1,9,2,0,1,0
15767432,0,7,3,1,1,0
15654238,0,5,1,1,0,0
15612525,0,1,1,0,0,1
15812750,1,6,1,1,1,0
15790757,0,10,2,0,0,0
15723873,1,3,1,0,0,0
15744607,1,9,2,1,0,1
15612966,0,7,1,0,1,1
15784209,1,6,1,1,1,0
15794278,1,6,1,1,1,0
15766741,1,2,1,0,1,0
15661036,1,6,2,1,0,0
15705639,0,8,2,1,0,0
15637414,0,7,1,0,1,0
15716835,1,8,1,1,1,0
15696231,1,7,1,1,1,0
15641675,0,2,3,0,0,1
15670755,1,8,2,1,1,0
15640059,1,5,2,1,1,0
15787619,1,2,1,0,0,0
15587535,0,5,1,1,0,0
15813034,1,2,1,1,1,0
15698839,1,4,2,1,1,0
15790314,1,0,2,0,1,0
15634245,0,9,1,1,0,0
15677305,0,7,1,1,1,0
15661526,1,2,2,1,0,0
15685997,0,5,2,1,0,0
15660101,1,9,2,1,0,0
15637979,0,2,2,1,0,0
15815364,0,2,2,1,1,0
15647099,0,9,1,1,0,0
15625944,1,5,1,1,1,0
15583212,0,5,1,1,0,0
15582741,0,5,1,1,0,1
15637876,0,6,1,0,0,1
15622750,0,1,1,1,0,0
15672056,1,2,3,1,1,1
15812351,0,2,1,1,0,0
15810864,0,2,2,0,1,0
15677921,1,9,2,0,0,1
15724296,1,2,2,0,0,0
15685329,0,1,1,0,1,1
15584091,0,2,2,0,0,1
15640442,1,4,1,0,0,0
15639314,1,2,2,0,1,0
15685320,1,3,1,0,0,0
15789158,1,6,2,1,0,1
15752137,1,7,1,1,1,0
15712551,0,7,1,1,0,1
15628936,1,9,1,0,0,1
15797227,1,8,2,1,1,0
15769974,0,8,1,0,0,0
15737051,1,8,2,1,0,0
15585595,0,1,2,0,1,0
15654060,1,2,2,0,1,0
15745196,0,8,2,0,0,0
15571221,1,7,1,1,1,1
15660155,1,5,1,0,1,0
15605284,1,1,2,1,1,0
15694366,1,2,1,0,1,0
15600739,0,0,2,1,0,0
15653253,1,8,1,1,1,0
15763431,1,2,2,1,1,0
15643696,1,3,2,1,1,0
15707473,0,6,1,1,0,0
15769504,0,1,1,1,1,0
15776807,1,1,1,1,0,0
15686870,1,8,2,0,0,0
15668747,0,9,1,0,1,0
15766908,1,3,1,1,0,0
15570134,0,6,2,1,1,0
15567367,0,9,1,0,1,0
15747542,1,7,2,1,1,0
15762238,0,0,2,0,1,0
15681554,0,7,2,1,1,0
15712825,0,9,2,0,1,0
15640280,1,4,2,0,1,0
15756026,0,9,1,0,0,1
15613319,0,0,1,0,0,0
15798906,1,5,2,1,1,0
15708917,1,10,1,1,1,0
15778463,0,6,1,1,0,0
15699430,0,10,2,1,0,0
15649992,1,7,2,0,1,0
15578980,0,3,2,1,1,0
15775306,1,8,3,1,1,1
15641655,0,2,2,0,0,0
15619708,1,5,2,1,0,0
15734565,1,8,2,1,0,0
15806438,0,2,1,0,0,1
15591969,1,9,1,1,1,0
15747807,0,6,2,1,0,0
15596939,1,4,2,1,0,0
15716155,0,5,1,0,0,0
15765311,1,8,1,1,0,0
15757811,0,9,1,0,1,1
15603830,1,4,2,1,0,0
15660602,1,8,2,1,1,0
15660535,0,5,2,1,1,0
15666633,1,1,2,1,1,0
15596914,0,2,2,1,1,0
15639788,0,10,2,1,0,0
15695846,0,6,2,1,1,0
15726234,0,5,1,0,1,0
15797964,0,1,1,1,1,0
15625881,1,3,2,1,1,0
15780628,0,6,2,0,0,0
15575883,1,2,2,1,0,0
15585036,0,3,2,1,1,0
15589488,0,5,1,1,1,0
15585888,0,3,1,0,1,1
15727915,1,4,1,0,0,0
15707567,1,6,1,0,0,1
15737792,0,1,1,0,0,0
15599433,1,8,1,0,1,0
15672012,0,5,1,1,0,1
15806983,1,3,1,1,0,0
15592222,1,7,1,0,0,0
15608968,1,6,2,0,0,0
15586959,0,5,2,1,0,0
15646558,1,1,1,1,1,0
15725811,1,0,1,0,1,0
15572265,1,1,2,1,0,0
15794048,0,1,2,0,0,1
15677610,0,8,1,1,1,0
15745012,0,6,2,1,1,0
15601589,0,8,2,0,1,0
15686436,1,4,2,1,0,0
15693864,0,5,1,1,0,1
15760550,1,7,2,0,1,0
15686137,1,9,1,1,1,0
15809087,1,1,2,1,0,1
15807663,1,8,1,1,0,1
15809100,0,2,1,1,0,1
15794916,1,7,1,1,1,0
15614215,1,6,2,0,1,0
15805449,1,4,2,0,0,0
15686983,0,10,2,0,1,0
15808017,1,1,2,1,1,0
15756804,0,1,1,1,0,1
15646810,1,6,2,1,0,1
